source,generic_drug_name,dosage_form,30_day_cost,Link
CostPlusDrugs,Chlorhexidine Gluconate (Generic for Peridex),Bottle of Solution,$7.78 ,https://costplusdrugs.com/medications/chlorhexidine-gluconate-0_12-bottle-of-solution-473-peridex/
CostPlusDrugs,Chloroquine Phosphate (Generic for Aralen),Tablet,$74.46 ,https://costplusdrugs.com/medications/chloroquine-phosphate-500mg-tablet-aralen/
CostPlusDrugs,Chlorpromazine HCl (Generic for Thorazine),Tablet,$8.74 ,https://costplusdrugs.com/medications/chlorpromazinehcl-50mg-tablet/
CostPlusDrugs,Chlorthalidone (Generic for Hygroton),Tablet,$5.85 ,https://costplusdrugs.com/medications/chlorthalidone-50mg-tablet/
CostPlusDrugs,Chlorzoxazone (Generic for Parafon Forte DSC),Tablet,$9.48 ,https://costplusdrugs.com/medications/chlorzoxazone-500mg-tablet-parafon-forte-dsc/
CostPlusDrugs,Chlorzoxazone (Generic for Lorzone),Tablet,$15.81 ,https://costplusdrugs.com/medications/chlorzoxazone-750mg-tablet-lorzone/
CostPlusDrugs,Cholestyramine (Generic for Questran),Can of Powder,$32.60 ,https://costplusdrugs.com/medications/cholestyramine-4gm-dose-can-of-powder-378-questran/
CostPlusDrugs,Cholestyramine Light (Generic for Prevalite),Can of Powder,$28.37 ,https://costplusdrugs.com/medications/cholestyramine-light-4gm-dose-can-of-powder-239_4-prevalite/
CostPlusDrugs,Choline Fenofibrate (Generic for Trilipix),Capsule Delayed Release,$6.85 ,https://costplusdrugs.com/medications/choline-fenofibrate-45mg-capsule-delayed-release-trilipix/
CostPlusDrugs,Ciclopirox (Generic for Penlac),Solution,$10.70 ,https://costplusdrugs.com/medications/ciclopirox-0_08-solution/
CostPlusDrugs,Ciclopirox (Generic for Loprox),Tube of Gel,$42.78 ,https://costplusdrugs.com/medications/ciclopiroxolamine-0_77-cream/
CostPlusDrugs,Cilostazol (Generic for Pletal),Tablet,$7.74 ,https://costplusdrugs.com/medications/cilostazol-50mg-tablet/
CostPlusDrugs,Cimetidine (Generic for Tagamet),Tablet,$9.83 ,https://costplusdrugs.com/medications/cimetidine-800mg-tablet-tagamet/
CostPlusDrugs,Cinacalcet HCl (Generic for Sensipar),Tablet,$10.83 ,https://costplusdrugs.com/medications/cinacalcet-hcl-90mg-tablet/
CostPlusDrugs,Ciprofloxacin (Generic for Cipro),Tablet,$8.69 ,https://costplusdrugs.com/medications/ciprofloxacin-750mg-tablet/
CostPlusDrugs,Ciprofloxacin‑Dexamethasone (Generic for Ciprodex),Ear Dropper,$69.76 ,https://costplusdrugs.com/medications/ciprofloxacin-dexamethasone-0_3-0_1-ear-dropper-7_5-ciprodex/
CostPlusDrugs,Ciprofloxacin HCl (Generic for Ciloxan),Ophthalmic Solution,$10.96 ,https://costplusdrugs.com/medications/ciprofloxacin-hcl-0_3-ophthalmic-solution-10ml/
CostPlusDrugs,Citalopram Hydrobromide (Generic for Celexa),Tablet,$5.44 ,https://costplusdrugs.com/medications/CitalopramHydrobromide-40mg-Tablet/
CostPlusDrugs,Clarithromycin (Generic for Biaxin),Tablet,$9.73 ,https://costplusdrugs.com/medications/clarithromycin-500mg-tablet/
CostPlusDrugs,Clarithromycin ER (Generic for Biaxin XL),Extended Release Tablet,$69.66 ,https://costplusdrugs.com/medications/clarithromycin-er-500mg-tablet/
CostPlusDrugs,Clemastine Fumarate (Generic for Tavist),Tablet,$18.13 ,https://costplusdrugs.com/medications/clemastine-fumarate-2_68mg-tablet-tavist/
CostPlusDrugs,Climara (Estradiol),Patch Weekly,$53.30 ,https://costplusdrugs.com/medications/climara-0_1mg-24hr-patch-weekly-4/
CostPlusDrugs,Clindamycin (Generic for Cleocin),Capsule,$7.89 ,https://costplusdrugs.com/medications/clindamycin-phosphate-2-tube-of-cream-40-cleocin/
CostPlusDrugs,Clindamycin‑Phosphate‑Benzoyl Peroxide (Generic for Acanya),Gel Pump,$46.28 ,https://costplusdrugs.com/medications/clindamycin-phos-benzoyl-perox-1_2-2_5-gel-pump-50-acanya/
CostPlusDrugs,Clindamycin Phosphate (Generic for Evoclin),Can of Foam,$187.84 ,https://costplusdrugs.com/medications/clindamycin-phosphate-1-can-of-foam-50-evoclin/
CostPlusDrugs,Clindamycin Phosphate (Generic for Cleocin‑T),Bottle of Solution,$9.07 ,https://costplusdrugs.com/medications/clindamycinphosphate-1-lotion/
CostPlusDrugs,Clindamycin‑Phosphate‑Benzoyl Peroxide (Generic for Duac),Gel,$28.80 ,https://costplusdrugs.com/medications/clindamycin-phosphate-benzoyl-peroxide-1_2-5-gel/
CostPlusDrugs,Clindamycin‑Phosphate‑Benzoyl Peroxide (Generic for BenzaClin),Gel Pump,$21.53 ,https://costplusdrugs.com/medications/clindamycin-phosphate-benzoyl-peroxide-1_5-gel-50gm/
CostPlusDrugs,Clindamycin‑Tretinoin (Generic for Ziana),Tube of Gel,$93.98 ,https://costplusdrugs.com/medications/clindamycin-tretinoin-1_2-0_025-tube-of-gel-30-ziana/
CostPlusDrugs,Clobetasol Propionate (Generic for Olux),Foam,$21.84 ,https://costplusdrugs.com/medications/clobetasol-propionate-0_0005-foam/
CostPlusDrugs,Clobetasol Propionate (Generic for Clobex),Spray Bottle,$11.41 ,https://costplusdrugs.com/medications/clobetasol-propionate-0_0005-lotion/
CostPlusDrugs,Clobetasol Propionate (Generic for Temovate),Cream,$9.60 ,https://costplusdrugs.com/medications/clobetasolpropionate-0_0005-ointment/
CostPlusDrugs,Clobetasol Propionate (Generic for Cormax),Bottle of Solution,$9.02 ,https://costplusdrugs.com/medications/clobetasol-propionate-0_05-solution-4-cormax-scalp-application/
CostPlusDrugs,Clobetasol Propionate Emollient (Generic for Temovate E),Cream,$53.05 ,https://costplusdrugs.com/medications/clobetasol-propionate-emollient-0_0005-cream/
CostPlusDrugs,Clobetasol Propionate Emulsion (Generic for Olux‑E),Can of Foam,$84.99 ,https://costplusdrugs.com/medications/clobetasol-propionate-emulsion-0_0005-can-of-foam-50-olux-e/
CostPlusDrugs,Clocortolone Pivalate (Generic for Cloderm),Tube of Cream,$156.18 ,https://costplusdrugs.com/medications/clocortolone-pivalate-0_10-tube-of-cream-45-cloderm/
CostPlusDrugs,Clomid (Clomiphene Citrate),Carton of Tablets,$44.18 ,https://costplusdrugs.com/medications/clomid-50mg-30-tablets/
CostPlusDrugs,Clomipramine HCl (Generic for Anafranil),Capsule,$7.24 ,https://costplusdrugs.com/medications/clomipramine-hcl-75mg-capsule/
CostPlusDrugs,Clonidine (Generic for Catapres),Tablet,$5.60 ,https://costplusdrugs.com/medications/clonidine-0_3mg-tablet/
CostPlusDrugs,Clonidine Extended Release (ER) (Generic for Kapvay),Extended Release Tablet,$10.86 ,https://costplusdrugs.com/medications/clonidineextendedreleaseer-0_1mg-tablet/
CostPlusDrugs,Clopidogrel (Generic for Plavix),Tablet,$7.00 ,https://costplusdrugs.com/medications/clopidogrel-bisulfate-300mg-tablet-plavix/
CostPlusDrugs,Clotrimazole (Generic for Lotrimin AF),Tube of Cream,$6.50 ,https://costplusdrugs.com/medications/Clotrimazole-0_01-Cream/
CostPlusDrugs,Clotrimazole (Generic for Gyne‑Lotrimin),Tube of Cream,$8.39 ,https://costplusdrugs.com/medications/clotrimazole-0_01-vaginalcream/
CostPlusDrugs,Clotrimazole (Generic for Mycelex),Lozenge,$16.49 ,https://costplusdrugs.com/medications/clotrimazole-10mg-lozenge-mycelex/
CostPlusDrugs,Clotrimazole‑Betamethasone (Generic for Lotrisone),Cream,$9.94 ,https://costplusdrugs.com/medications/clotrimazole-betamethasone-1-0_05-bottle-of-lotion-30-lotrisone/
CostPlusDrugs,Colchicine (Generic for Colcrys),Tablet,$6.52 ,https://costplusdrugs.com/medications/colchicine-0_6mg-tablet/
CostPlusDrugs,Colchicine‑Probenecid (Generic for ColBenemid),Tablet,$42.34 ,https://costplusdrugs.com/medications/colchicine-probenecid-0_5-500mg-tablet-colbenemid/
CostPlusDrugs,Colesevelam HCl (Generic for Welchol),Tablet,$9.07 ,https://costplusdrugs.com/medications/colesevelam-hcl-625mg-tablet/
CostPlusDrugs,Colestipol HCl (Generic for Colestid),Tablet,$16.67 ,https://costplusdrugs.com/medications/colestipol-hcl-5gm-bottle-of-granules-500-colestid/
CostPlusDrugs,Cromolyn Sodium (Generic for Opticrom),Ophthalmic Solution,$9.44 ,https://costplusdrugs.com/medications/cromolynsodium-0_04-ophthalmicsolution/
CostPlusDrugs,Cromolyn Sodium (Generic for Intal),Carton of Solution Vials,$233.85 ,https://costplusdrugs.com/medications/cromolyn-sodium-20mg-2ml-carton-of-solution-vials-2-intal/
CostPlusDrugs,Cyclobenzaprine (Generic for Flexeril),Tablet,$5.55 ,https://costplusdrugs.com/medications/cyclobenzaprine-7_5mg-tablet/
CostPlusDrugs,Cyclobenzaprine Extended Release (ER) (Generic for Amrix),Extended Release Capsule,$23.40 ,https://costplusdrugs.com/medications/cyclobenzaprineextendedreleaseer-30mg-capsule/
CostPlusDrugs,Cyclopentolate HCl (Generic for Cyclogyl),Solution Dropper,$7.27 ,https://costplusdrugs.com/medications/cyclopentolate-hcl-1-solution-dropper-2-cyclogyl/
CostPlusDrugs,Cyclophosphamide (Generic for Cytoxan),Capsule,$27.88 ,https://costplusdrugs.com/medications/cyclophosphamide-50mg-capsule-cytoxan/
CostPlusDrugs,Cyclosporine (Generic for Restasis),Box of 30 Vials (Emulsion),$61.96 ,https://costplusdrugs.com/medications/cyclosporine-0_05-box-of-60-vials-emulsion/
CostPlusDrugs,Cyclosporine (Generic for Sandimmune),Bottle of Capsules,$93.54 ,https://costplusdrugs.com/medications/cyclosporine-25mg-bottle-of-capsules-30-sandimmune/
CostPlusDrugs,Cyclosporine Modified (Generic for Neoral),Bottle of Solution,$91.35 ,https://costplusdrugs.com/medications/cyclosporine-modified-100mg-ml-bottle-of-solution-50-neoral/
CostPlusDrugs,"Cyclosporine Modified (Generic for Neoral, Gengraf)",Capsule,$26.24 ,https://costplusdrugs.com/medications/cyclosporine-modified-50mg-capsule/
CostPlusDrugs,Cyproheptadine HCl (Generic for Periactin),Tablet,$6.38 ,https://costplusdrugs.com/medications/CyproheptadineHCl-4mg-Tablet/
CostPlusDrugs,Dabigatran Etexilate Mesylate (Generic for Pradaxa),Capsule,$41.20 ,https://costplusdrugs.com/medications/dabigatran-etexilate-mesylate-75mg-bottle-of-capsules-60-pradaxa/
CostPlusDrugs,Dalfampridine ER (Generic for Ampyra),Extended Release Tablet,$10.72 ,https://costplusdrugs.com/medications/dalfampridine-er-10mg-tablet/
CostPlusDrugs,Danazol (Generic for Danocrine),Bottle of Capsules,$115.55 ,https://costplusdrugs.com/medications/danazol-50mg-bottle-of-capsules-100-danocrine/
CostPlusDrugs,Dantrolene Sodium (Generic for Dantrium),Bottle of Capsules,$57.76 ,https://costplusdrugs.com/medications/dantrolene-sodium-50mg-bottle-of-capsules-100-dantrium/
CostPlusDrugs,Dapagliflozin Propanediol (Generic for Farxiga),Tablet,$390.18 ,https://costplusdrugs.com/medications/dapagliflozin-propanediol-5mg-tablet-farxiga/
CostPlusDrugs,Dapsone (Generic for Aczone),Tablet,$30.29 ,https://costplusdrugs.com/medications/dapsone-7_50-gel-pump-90-aczone/
CostPlusDrugs,Darifenacin Hydrobromide ER (Generic for Enablex),Bottle of 30 Tablets,$12.13 ,https://costplusdrugs.com/medications/darifenacin-hydrobromide-er-7_5mg-bottle-of-extended-release-tablets-30-enablex/
CostPlusDrugs,Darunavir (Generic for Prezista),Tablet,$36.83 ,https://costplusdrugs.com/medications/darunavir-600mg-tablet-prezista/
CostPlusDrugs,Dasatinib (Generic for Sprycel),Bottle of 60 Tablets,$365.52 ,https://costplusdrugs.com/medications/dasatinib-70-mg-tablet-60/
CostPlusDrugs,Deferasirox (Generic for Exjade),Tablet Soluble,$79.75 ,https://costplusdrugs.com/medications/deferasirox-500mg-tablet-soluble-exjade/
CostPlusDrugs,Deferasirox (Generic for Jadenu),Tablet,$16.67 ,https://costplusdrugs.com/medications/deferasirox-90mg-tablet/
CostPlusDrugs,Deferiprone (Generic for Ferriprox),Tablet,"$3,349.67 ",https://costplusdrugs.com/medications/deferiprone-500mg-tablet-ferriprox/
CostPlusDrugs,Demeclocycline HCl (Generic for Declomycin),Tablet,$69.76 ,https://costplusdrugs.com/medications/demeclocycline-hcl-300mg-tablet-declomycin/
CostPlusDrugs,Desipramine HCl (Generic for Norpramin),Tablet,$12.68 ,https://costplusdrugs.com/medications/desipramine-hcl-75mg-tablet-norpramin/
CostPlusDrugs,Desloratadine (Generic for Clarinex Reditabs),Pack of Disintegrating Tablets,$100.16 ,https://costplusdrugs.com/medications/desloratadine-5mg-pack-of-disintegrating-tablets-30-clarinex-reditabs/
CostPlusDrugs,Desloratadine (Generic for Clarinex),Tablet,$9.54 ,https://costplusdrugs.com/medications/desloratadine-5mg-tablet-clarinex/
CostPlusDrugs,Desmopressin Ace Spray Refrig (Generic for Minirin),Nasal Spray,$117.12 ,https://costplusdrugs.com/medications/desmopressin-ace-spray-refrig-0_01-nasal-spray-5-minirin/
CostPlusDrugs,Desmopressin Acetate (Generic for DDAVP),Tablet,$10.18 ,https://costplusdrugs.com/medications/desmopressin-acetate-spray-0_01-nasal-spray-5-ddavp/
CostPlusDrugs,Desogestrel & Ethinyl Estradiol (Generic for Apri),Pack of Tablets,$7.88 ,https://costplusdrugs.com/medications/desogestrel-ethinyl-estradiol-0_15mg-30mcg-pack-of-tablets-28-apri/
CostPlusDrugs,"Desogestrel Ethinyl Estradiol & Ethinyl Estradiol (Generic for Mircette, Volnea)",Blister Pack of 28 Tablets,$10.68 ,https://costplusdrugs.com/medications/desogestrelethinylestradiol_ethinylestradiol-0_15-0_02mg_0_01mg-blisterpack/
CostPlusDrugs,Desonide (Generic for Desonate),Tube of Gel,$425.65 ,https://costplusdrugs.com/medications/desonide-0_05-tube-of-gel-60-desonate/
CostPlusDrugs,Desonide (Generic for DesOwen),Bottle of Lotion,$21.92 ,https://costplusdrugs.com/medications/desonide-0_05-tube-of-ointment-60-desowen/
CostPlusDrugs,Desoximetasone (Generic for Topicort Spray),Bottle of Liquid,$61.33 ,https://costplusdrugs.com/medications/desoximetasone-0_25-bottle-of-liquid-100-topicort-spray/
CostPlusDrugs,Desoximetasone (Generic for Topicort),Tube of Cream,$9.34 ,https://costplusdrugs.com/medications/desoximetasone-0_25-tube-of-ointment-60-topicort/
CostPlusDrugs,Desvenlafaxine Succinate Extended Release (ER) (Generic for Pristiq),Extended Release Tablet,$11.12 ,https://costplusdrugs.com/medications/desvenlafaxinesuccinateextendedreleaseer-50mg-tablet/
CostPlusDrugs,Dexamethasone (Generic for DexPak),10‑Day Dose Pack,$237.97 ,https://costplusdrugs.com/medications/dexamethasone-1_5mg-6-day-dose-pack-21-dexpak/
CostPlusDrugs,Dexamethasone (Generic for Decadron),Tablet,$6.52 ,https://costplusdrugs.com/medications/dexamethasone-sodium-phosphate-0_10-solution-dropper-5-decadron/
CostPlusDrugs,Dexamethasone Intensol (Dexamethasone),Solution Dropper,$35.96 ,https://costplusdrugs.com/medications/dexamethasone-intensol-1mg-ml-solution-dropper-30-dexamethasone-intensol/
CostPlusDrugs,Dexlansoprazole (Generic for Dexilant),Capsule Delayed Release,$163.21 ,https://costplusdrugs.com/medications/dexlansoprazole-60mg-capsule-delayed-release-dexilant/
CostPlusDrugs,Diazoxide (Generic for Proglycem),Bottle of Suspension,$183.25 ,https://costplusdrugs.com/medications/diazoxide-50mg-ml-bottle-of-suspension-30-proglycem/
CostPlusDrugs,Diclofenac‑Misoprostol (Generic for Arthrotec),Tablet Delayed Release,$16.82 ,https://costplusdrugs.com/medications/diclofenac-misoprostol-75-0_2mg-tablet-delayed-release-arthrotec/
CostPlusDrugs,Diclofenac Potassium (Generic for Zipsor),Capsule,$76.87 ,https://costplusdrugs.com/medications/diclofenac-potassium-25mg-capsule-zipsor/
CostPlusDrugs,Diclofenac Potassium (Generic for Lofena),Tablet,$732.05 ,https://costplusdrugs.com/medications/diclofenac-potassium-25mg-tablet-lofena/
CostPlusDrugs,Diclofenac Potassium (Generic for Cataflam),Tablet,$11.42 ,https://costplusdrugs.com/medications/diclofenacpotassium-50mg-tablet/
CostPlusDrugs,Diclofenac Potassium (Migraine) (Generic for Cambia),Carton of Packets,$104.07 ,https://costplusdrugs.com/medications/diclofenac-potassiummigraine-50mg-carton-of-packets-9-cambia/
CostPlusDrugs,Diclofenac Sodium (Generic for Klofensaid II),Bottle of Solution,$15.60 ,https://costplusdrugs.com/medications/diclofenac-sodium-1_50-bottle-of-solution-150-klofensaid-ii/
CostPlusDrugs,Diclofenac Sodium (Generic for Pennsaid),Bottle of Solution,$79.75 ,https://costplusdrugs.com/medications/diclofenac-sodium-2-bottle-of-solution-112-pennsaid/
CostPlusDrugs,Diclofenac Sodium (Generic for Voltaren),Solution Dropper,$15.72 ,https://costplusdrugs.com/medications/diclofenacsodium-3-gel100g/
CostPlusDrugs,Diclofenac Sodium ER (Generic for Voltaren‑XR),Extended Release Tablet,$27.21 ,https://costplusdrugs.com/medications/diclofenacsodiumdelayedreleasedr-75mg-tablet/
CostPlusDrugs,Dicloxacillin Sodium (Generic for Dycill),Capsule,$20.79 ,https://costplusdrugs.com/medications/dicloxacillin-sodium-500mg-capsule-dycill/
CostPlusDrugs,Dicyclomine HCl (Generic for Bentyl),Tablet,$8.49 ,https://costplusdrugs.com/medications/dicyclomine-hcl-10mg-5ml-bottle-of-solution-473-bentyl/
CostPlusDrugs,Diflorasone Diacetate (Generic for Psorcon),Tube of Cream,$288.83 ,https://costplusdrugs.com/medications/diflorasone-diacetate-0_05-tube-of-cream-30-psorcon/
CostPlusDrugs,Diflorasone Diacetate (Generic for Florone),Tube of Ointment,$80.15 ,https://costplusdrugs.com/medications/diflorasone-diacetate-0_05-tube-of-ointment-60-florone/
CostPlusDrugs,Diflunisal (Generic for Dolobid),Tablet,$27.94 ,https://costplusdrugs.com/medications/diflunisal-500mg-tablet-dolobid/
CostPlusDrugs,Difluprednate (Generic for Durezol),Emulsion Dropper,$55.72 ,https://costplusdrugs.com/medications/difluprednate-0_05-emulsion-dropper-5-durezol/
CostPlusDrugs,Digoxin (Generic for Lanoxin),Tablet,$6.21 ,https://costplusdrugs.com/medications/digoxin-62_5mcg-tablet-lanoxin/
CostPlusDrugs,Dihydroergotamine Mesylate (Generic for Migranal),Nasal Spray,$292.21 ,https://costplusdrugs.com/medications/dihydroergotamine-mesylate-4mg-ml-nasal-spray-1-migranal/
CostPlusDrugs,Diltiazem HCl (Generic for Cardizem),Tablet,$8.80 ,https://costplusdrugs.com/medications/diltiazem-hcl-90mg-tablet-cardizem/
CostPlusDrugs,Diltiazem HCl ER (Generic for Diltia XT),Capsule Extended Release,$12.68 ,https://costplusdrugs.com/medications/diltiazem-hcl-er-240mg-capsule-extended-release-diltia-xt/
CostPlusDrugs,Diltiazem HCl ER (Generic for Cardizem SR),Capsule Extended Release,$113.24 ,https://costplusdrugs.com/medications/diltiazem-hcl-er-90mg-capsule-extended-release-cardizem-sr/
CostPlusDrugs,Diltiazem HCl ER Coated Beads (Generic for Cartia XT),Capsule Extended Release,$12.64 ,https://costplusdrugs.com/medications/diltiazem-hcl-er-coated-beads-300mg-capsule-extended-release-cartia-xt/
CostPlusDrugs,Diltiazem HCl ER Coated Beads (Generic for Cardizem CD),Capsule Extended Release,$15.93 ,https://costplusdrugs.com/medications/diltiazem-hcl-extended-release-er-240mg-capsule/
CostPlusDrugs,Diltiazem HCl Extended Release (Generic for Taztia XT),Capsule Extended Release,$9.13 ,https://costplusdrugs.com/medications/diltiazem-hcl-extended-release-360mg-capsule-extended-release-taztia-xt/
CostPlusDrugs,Diltiazem HCl Extended Release (Generic for Tiadylt ER),Capsule Extended Release,$22.83 ,https://costplusdrugs.com/medications/diltiazem-hcl-extended-release-420mg-capsule-extended-release-tiadylt-er/
CostPlusDrugs,Dimethyl Fumarate (Generic for Tecfidera),Bottle of Delayed Release Capsules,$10.86 ,https://costplusdrugs.com/medications/dimethyl-fumarate-240mg-bottle-of-capsules/
CostPlusDrugs,Diphenhydramine HCl (Generic for Benadryl),Bottle of Elixir,$8.75 ,https://costplusdrugs.com/medications/diphenhydramine-hcl-12_5-mg_5ml-bottle-of-elixir-473/
CostPlusDrugs,Dipyridamole (Generic for Persantine),Tablet,$6.38 ,https://costplusdrugs.com/medications/dipyridamole-75mg-tablet-persantine/
CostPlusDrugs,Disopyramide Phosphate (Generic for Norpace),Capsule,$25.99 ,https://costplusdrugs.com/medications/disopyramide-phosphate-150mg-capsule-norpace/
CostPlusDrugs,Disulfiram (Generic for Antabuse),Tablet,$43.06 ,https://costplusdrugs.com/medications/disulfiram-250mg-tablet-antabuse/
CostPlusDrugs,Divalproex Sodium DR (Generic for Depakote),Delayed Release Tablet,$7.05 ,https://costplusdrugs.com/medications/DivalproexSodium-500mg-Tablet/
CostPlusDrugs,Divalproex Sodium ER (Generic for Depakote ER),Extended Release Tablet,$6.80 ,https://costplusdrugs.com/medications/divalproexsodiumextendedreleaseer-500mg-tablet/
CostPlusDrugs,Dofetilide (Generic for Tikosyn),Capsule,$8.68 ,https://costplusdrugs.com/medications/dofetilide-500mcg-capsule/
CostPlusDrugs,Donepezil (Generic for Aricept),Tablet,$5.99 ,https://costplusdrugs.com/medications/donepezil-5mg-tablet/
CostPlusDrugs,Donepezil HCl (Generic for Aricept ODT),Tablet Disintegrating,$14.21 ,https://costplusdrugs.com/medications/donepezil-hcl-5mg-tablet-disintegrating-aricept-odt/
CostPlusDrugs,Dorzolamide HCl (Generic for Trusopt),Bottle of Ophthalmic Solution or Dropper,$18.80 ,https://costplusdrugs.com/medications/dorzolamidehcl-0_02-solution/
CostPlusDrugs,Dorzolamide HCl + Timolol Maleate (Generic for Cosopt),Bottle of Ophthalmic Solution or Dropper,$11.46 ,https://costplusdrugs.com/medications/dorzolamidehcltimololmaleate-22_3-6_8mg_ml-solution/
CostPlusDrugs,Dorzolamide HCl + Timolol Maleate PF (Generic for Cosopt PF),Carton of Solution,$52.06 ,https://costplusdrugs.com/medications/dorzolamide-hcl-timolol-mal-pf-2-0_5-carton-of-solution-60-cosopt-pf/
CostPlusDrugs,Dotti (Estradiol Twice Weekly) (Generic for Vivelle‑Dot),Box of 8 Patches,$32.89 ,https://costplusdrugs.com/medications/estradioltwiceweekly-0_075mg-patch8pack/
CostPlusDrugs,Doxazosin Mesylate (Generic for Cardura),Tablet,$6.08 ,https://costplusdrugs.com/medications/doxazosin-mesylate-8mg-tablet/
CostPlusDrugs,Doxepin HCl (Generic for Adapin),Capsule,$8.38 ,https://costplusdrugs.com/medications/doxepin-hcl-50mg-capsule/
CostPlusDrugs,Doxepin HCl (Generic for Zonalon),Tube of Cream,$302.83 ,https://costplusdrugs.com/medications/doxepin-hcl-5-tube-of-cream-45-zonalon/
CostPlusDrugs,Doxepin HCl (Generic for Silenor),Tablet,$56.74 ,https://costplusdrugs.com/medications/doxepin-hcl-6mg-tablet-silenor/
CostPlusDrugs,Doxepin HCl (Generic for Sinequan),Capsule,$15.32 ,https://costplusdrugs.com/medications/doxepin-hcl-75mg-capsule/
CostPlusDrugs,Doxercalciferol (Generic for Hectorol),Capsule,$167.15 ,https://costplusdrugs.com/medications/doxercalciferol-2_5mcg-capsule-hectorol/
CostPlusDrugs,Doxycycline Hyclate (Generic for Lymepak),Tablet,$10.17 ,https://costplusdrugs.com/medications/DoxycyclineHyclate-100mg-Tablet/
CostPlusDrugs,Doxycycline Hyclate (Generic for Vibramycin),Capsule,$8.39 ,https://costplusdrugs.com/medications/doxycyclinehyclate-50mg-capsule/
CostPlusDrugs,Doxycycline Hyclate (Generic for TargaDOX),Tablet,$166.11 ,https://costplusdrugs.com/medications/doxycycline-hyclate-50mg-tablet-targadox/
CostPlusDrugs,Doxycycline Hyclate (Generic for Acticlate),Tablet,$20.69 ,https://costplusdrugs.com/medications/doxycycline-hyclate-75mg-tablet/
CostPlusDrugs,Doxycycline Hyclate (Generic for Doryx),Tablet Delayed Release,$100.36 ,https://costplusdrugs.com/medications/doxycycline-hyclate-75mg-tablet-delayed-release-doryx/
CostPlusDrugs,Doxycycline Monohydrate (Generic for Monodox),Capsule,$8.32 ,https://costplusdrugs.com/medications/DoxycyclineMonohydrate-100mg-Capsule/
CostPlusDrugs,Doxycycline Monohydrate (Generic for Adoxa Pak 1/150),Tablet,$19.01 ,https://costplusdrugs.com/medications/doxycycline-monohydrate-150mg-tablet-adoxa-pak-1-150/
CostPlusDrugs,Doxycycline Monohydrate (Generic for Mondoxyne NL),Capsule,$7.14 ,https://costplusdrugs.com/medications/doxycycline-monohydrate-50mg-capsule/
CostPlusDrugs,Doxycycline Monohydrate (Generic for Adoxa),Tablet,$9.83 ,https://costplusdrugs.com/medications/doxycycline-monohydrate-75mg-tablet/
CostPlusDrugs,Doxylamine‑Pyridoxine (Generic for Diclegis),Tablet Delayed Release,$35.36 ,https://costplusdrugs.com/medications/doxylamine-pyridoxine-10-10mg-tablet-delayed-release-diclegis/
CostPlusDrugs,Drospiren‑Eth Estrad‑Levomefol (Generic for Beyaz),Pack of Tablets,$47.53 ,https://costplusdrugs.com/medications/drospiren-eth-estrad-levomefol-3-0_02-0_451mg-pack-of-tablets-28-beyaz/
CostPlusDrugs,"Drospirenone Ethinyl Estradiol (Generic for Yasmin, Syeda, Ocella, Zarah)",Blister Pack of 28 Tablets,$10.68 ,https://costplusdrugs.com/medications/drospirenoneethinylestradiol-3-0_03mg-blisterpack/
CostPlusDrugs,Drospirenone‑Ethinyl Estradiol (Generic for YAZ),Pack of Tablets,$7.15 ,https://costplusdrugs.com/medications/drospirenone-ethinyl-estradiol-3-0_02mg-pack-of-tablets-28-yaz/
CostPlusDrugs,Drospirenone‑Ethinyl Estrad‑Levomefolate (Generic for Tydemy),Pack of Tablets,$49.98 ,https://costplusdrugs.com/medications/drospirenone-ethinyl-estrad-levomefolate-3-0_03-0_451mg-pack-of-tablets-28-tydemy/
CostPlusDrugs,Droxidopa (Generic for Northera),Capsule,$14.09 ,https://costplusdrugs.com/medications/droxidopa-300mg-capsule/
CostPlusDrugs,Duavee (Conjugated Estrogens / Bazedoxifene),Box of 30 Tablets,$184.62 ,https://costplusdrugs.com/medications/duavee-0_45-20mg-30-tablets/
CostPlusDrugs,Duloxetine Delayed Release (DR) (Generic for Cymbalta),Delayed Release Capsule,$5.95 ,https://costplusdrugs.com/medications/duloxetinedelayedreleasedr-60mg-capsule/
CostPlusDrugs,Dutasteride (Generic for Avodart),Capsule,$7.61 ,https://costplusdrugs.com/medications/dutasteride-0_5mg-capsule-avodart/
CostPlusDrugs,Dutasteride‑Tamsulosin HCl (Generic for Jalyn),Capsule,$44.66 ,https://costplusdrugs.com/medications/dutasteride-tamsulosin-hcl-0_5-0_4mg-capsule-jalyn/
CostPlusDrugs,Econazole Nitrate (Generic for Spectazole),Cream,$10.68 ,https://costplusdrugs.com/medications/econazole-nitrate-1-cream-85g/
CostPlusDrugs,Efavirenz (Generic for Sustiva),Bottle of Capsules,$954.42 ,https://costplusdrugs.com/medications/efavirenz-600mg-bottle-of-tablets-30-sustiva/
CostPlusDrugs,Efavirenz‑Emtricitab‑Tenofo DF (Generic for Atripla),Bottle of Tablets,$19.55 ,https://costplusdrugs.com/medications/efavirenz-emtricitab-tenofo-df-600-200-300mg-bottle-of-tablets-30-atripla/
CostPlusDrugs,Efavirenz‑Lamivudine‑Tenofovir (Generic for Symfi Lo),Tablet,$950.97 ,https://costplusdrugs.com/medications/efavirenz-lamivudine-tenofovir-400-300-300mg-tablet-symfi-lo/
