source,generic_drug_name,dosage_form,30_day_cost,Link
CostPlusDrugs,Clindamycin-Phosphate-Benzoyl Peroxide,Gel Pump,$46.28 ,https://costplusdrugs.com/medications/clindamycin-phos-benzoyl-perox-1_2-2_5-gel-pump-50-acanya/
CostPlusDrugs,Clindamycin Phosphate,Can of Foam,$187.84 ,https://costplusdrugs.com/medications/clindamycin-phosphate-1-can-of-foam-50-evoclin/
CostPlusDrugs,Clindamycin Phosphate,Bottle of Solution,$9.07 ,https://costplusdrugs.com/medications/clindamycinphosphate-1-lotion/
CostPlusDrugs,Clindamycin-Phosphate-Benzoyl Peroxide,Gel,$28.80 ,https://costplusdrugs.com/medications/clindamycin-phosphate-benzoyl-peroxide-1_2-5-gel/
CostPlusDrugs,Clindamycin-Phosphate-Benzoyl Peroxide,Gel Pump,$21.53 ,https://costplusdrugs.com/medications/clindamycin-phosphate-benzoyl-peroxide-1_5-gel-50gm/
CostPlusDrugs,Clindamycin-Tretinoin,Tube of Gel,$93.98 ,https://costplusdrugs.com/medications/clindamycin-tretinoin-1_2-0_025-tube-of-gel-30-ziana/
CostPlusDrugs,Clobetasol Propionate,Foam,$21.84 ,https://costplusdrugs.com/medications/clobetasol-propionate-0_0005-foam/
CostPlusDrugs,Clobetasol Propionate,Spray Bottle,$11.41 ,https://costplusdrugs.com/medications/clobetasol-propionate-0_0005-lotion/
CostPlusDrugs,Clobetasol Propionate,Cream,$9.60 ,https://costplusdrugs.com/medications/clobetasolpropionate-0_0005-ointment/
CostPlusDrugs,Clobetasol Propionate,Bottle of Solution,$9.02 ,https://costplusdrugs.com/medications/clobetasol-propionate-0_05-solution-4-cormax-scalp-application/
CostPlusDrugs,Clobetasol Propionate Emollient,Cream,$53.05 ,https://costplusdrugs.com/medications/clobetasol-propionate-emollient-0_0005-cream/
CostPlusDrugs,Clobetasol Propionate Emulsion,Can of Foam,$84.99 ,https://costplusdrugs.com/medications/clobetasol-propionate-emulsion-0_0005-can-of-foam-50-olux-e/
CostPlusDrugs,Clocortolone Pivalate,Tube of Cream,$156.18 ,https://costplusdrugs.com/medications/clocortolone-pivalate-0_10-tube-of-cream-45-cloderm/
CostPlusDrugs,Clomid (Clomiphene Citrate),Carton of Tablets,$44.18 ,https://costplusdrugs.com/medications/clomid-50mg-30-tablets/
CostPlusDrugs,Clomipramine HCl,Capsule,$7.24 ,https://costplusdrugs.com/medications/clomipramine-hcl-75mg-capsule/
CostPlusDrugs,Clonidine,Tablet,$5.60 ,https://costplusdrugs.com/medications/clonidine-0_3mg-tablet/
CostPlusDrugs,Clonidine Extended Release (ER),Extended Release Tablet,$10.86 ,https://costplusdrugs.com/medications/clonidineextendedreleaseer-0_1mg-tablet/
CostPlusDrugs,Clopidogrel,Tablet,$7.00 ,https://costplusdrugs.com/medications/clopidogrel-bisulfate-300mg-tablet-plavix/
CostPlusDrugs,Clotrimazole,Tube of Cream,$6.50 ,https://costplusdrugs.com/medications/Clotrimazole-0_01-Cream/
CostPlusDrugs,Clotrimazole,Tube of Cream,$8.39 ,https://costplusdrugs.com/medications/clotrimazole-0_01-vaginalcream/
CostPlusDrugs,Clotrimazole,Lozenge,$16.49 ,https://costplusdrugs.com/medications/clotrimazole-10mg-lozenge-mycelex/
CostPlusDrugs,Clotrimazole-Betamethasone,Cream,$9.94 ,https://costplusdrugs.com/medications/clotrimazole-betamethasone-1-0_05-bottle-of-lotion-30-lotrisone/
CostPlusDrugs,Colchicine,Tablet,$6.52 ,https://costplusdrugs.com/medications/colchicine-0_6mg-tablet/
CostPlusDrugs,Colchicine-Probenecid,Tablet,$42.34 ,https://costplusdrugs.com/medications/colchicine-probenecid-0_5-500mg-tablet-colbenemid/
CostPlusDrugs,Colesevelam HCl,Tablet,$9.07 ,https://costplusdrugs.com/medications/colesevelam-hcl-625mg-tablet/
CostPlusDrugs,Colestipol HCl,Tablet,$16.67 ,https://costplusdrugs.com/medications/colestipol-hcl-5gm-bottle-of-granules-500-colestid/
CostPlusDrugs,Cromolyn Sodium,Ophthalmic Solution,$9.44 ,https://costplusdrugs.com/medications/cromolynsodium-0_04-ophthalmicsolution/
CostPlusDrugs,Cromolyn Sodium,Carton of Solution Vials,$233.85 ,https://costplusdrugs.com/medications/cromolyn-sodium-20mg-2ml-carton-of-solution-vials-2-intal/
CostPlusDrugs,Cyclobenzaprine,Tablet,$5.55 ,https://costplusdrugs.com/medications/cyclobenzaprine-7_5mg-tablet/
CostPlusDrugs,Cyclobenzaprine Extended Release (ER),Extended Release Capsule,$23.40 ,https://costplusdrugs.com/medications/cyclobenzaprineextendedreleaseer-30mg-capsule/
CostPlusDrugs,Cyclopentolate HCl,Solution Dropper,$7.27 ,https://costplusdrugs.com/medications/cyclopentolate-hcl-1-solution-dropper-2-cyclogyl/
CostPlusDrugs,Cyclophosphamide,Capsule,$27.88 ,https://costplusdrugs.com/medications/cyclophosphamide-50mg-capsule-cytoxan/
CostPlusDrugs,Cyclosporine,Box of 30 Vials (Emulsion),$61.96 ,https://costplusdrugs.com/medications/cyclosporine-0_05-box-of-60-vials-emulsion/
CostPlusDrugs,Cyclosporine,Bottle of Capsules,$93.54 ,https://costplusdrugs.com/medications/cyclosporine-25mg-bottle-of-capsules-30-sandimmune/
CostPlusDrugs,Cyclosporine Modified,Bottle of Solution,$91.35 ,https://costplusdrugs.com/medications/cyclosporine-modified-100mg-ml-bottle-of-solution-50-neoral/
CostPlusDrugs,Cyclosporine Modified,Capsule,$26.24 ,https://costplusdrugs.com/medications/cyclosporine-modified-50mg-capsule/
CostPlusDrugs,Cyproheptadine HCl,Tablet,$6.38 ,https://costplusdrugs.com/medications/CyproheptadineHCl-4mg-Tablet/
CostPlusDrugs,Dabigatran Etexilate Mesylate,Capsule,$41.20 ,https://costplusdrugs.com/medications/dabigatran-etexilate-mesylate-75mg-bottle-of-capsules-60-pradaxa/
CostPlusDrugs,Dalfampridine ER,Extended Release Tablet,$10.72 ,https://costplusdrugs.com/medications/dalfampridine-er-10mg-tablet/
CostPlusDrugs,Danazol,Bottle of Capsules,$115.55 ,https://costplusdrugs.com/medications/danazol-50mg-bottle-of-capsules-100-danocrine/
CostPlusDrugs,Dantrolene Sodium,Bottle of Capsules,$57.76 ,https://costplusdrugs.com/medications/dantrolene-sodium-50mg-bottle-of-capsules-100-dantrium/
CostPlusDrugs,Dapagliflozin Propanediol,Tablet,$390.18 ,https://costplusdrugs.com/medications/dapagliflozin-propanediol-5mg-tablet-farxiga/
CostPlusDrugs,Dapsone,Tablet,$30.29 ,https://costplusdrugs.com/medications/dapsone-7_50-gel-pump-90-aczone/
CostPlusDrugs,Darifenacin Hydrobromide ER,Bottle of 30 Tablets,$12.13 ,https://costplusdrugs.com/medications/darifenacin-hydrobromide-er-7_5mg-bottle-of-extended-release-tablets-30-enablex/
CostPlusDrugs,Darunavir,Tablet,$36.83 ,https://costplusdrugs.com/medications/darunavir-600mg-tablet-prezista/
CostPlusDrugs,Dasatinib,Bottle of 60 Tablets,$365.52 ,https://costplusdrugs.com/medications/dasatinib-70-mg-tablet-60/
CostPlusDrugs,Deferasirox,Tablet Soluble,$79.75 ,https://costplusdrugs.com/medications/deferasirox-500mg-tablet-soluble-exjade/
CostPlusDrugs,Deferasirox,Tablet,$16.67 ,https://costplusdrugs.com/medications/deferasirox-90mg-tablet/
CostPlusDrugs,Deferiprone,Tablet,"$3,349.67 ",https://costplusdrugs.com/medications/deferiprone-500mg-tablet-ferriprox/
CostPlusDrugs,Demeclocycline HCl,Tablet,$69.76 ,https://costplusdrugs.com/medications/demeclocycline-hcl-300mg-tablet-declomycin/
CostPlusDrugs,Desipramine HCl,Tablet,$12.68 ,https://costplusdrugs.com/medications/desipramine-hcl-75mg-tablet-norpramin/
CostPlusDrugs,Desloratadine,Pack of Disintegrating Tablets,$100.16 ,https://costplusdrugs.com/medications/desloratadine-5mg-pack-of-disintegrating-tablets-30-clarinex-reditabs/
CostPlusDrugs,Desloratadine,Tablet,$9.54 ,https://costplusdrugs.com/medications/desloratadine-5mg-tablet-clarinex/
CostPlusDrugs,Desmopressin Ace Spray Refrig,Nasal Spray,$117.12 ,https://costplusdrugs.com/medications/desmopressin-ace-spray-refrig-0_01-nasal-spray-5-minirin/
CostPlusDrugs,Desmopressin Acetate,Tablet,$10.18 ,https://costplusdrugs.com/medications/desmopressin-acetate-spray-0_01-nasal-spray-5-ddavp/
CostPlusDrugs,Desogestrel & Ethinyl Estradiol,Pack of Tablets,$7.88 ,https://costplusdrugs.com/medications/desogestrel-ethinyl-estradiol-0_15mg-30mcg-pack-of-tablets-28-apri/
CostPlusDrugs,Desogestrel Ethinyl Estradiol & Ethinyl Estradiol,Blister Pack of 28 Tablets,$10.68 ,https://costplusdrugs.com/medications/desogestrelethinylestradiol_ethinylestradiol-0_15-0_02mg_0_01mg-blisterpack/
CostPlusDrugs,Desonide,Tube of Gel,$425.65 ,https://costplusdrugs.com/medications/desonide-0_05-tube-of-gel-60-desonate/
CostPlusDrugs,Desonide,Bottle of Lotion,$21.92 ,https://costplusdrugs.com/medications/desonide-0_05-tube-of-ointment-60-desowen/
CostPlusDrugs,Desoximetasone,Bottle of Liquid,$61.33 ,https://costplusdrugs.com/medications/desoximetasone-0_25-bottle-of-liquid-100-topicort-spray/
CostPlusDrugs,Desoximetasone,Tube of Cream,$9.34 ,https://costplusdrugs.com/medications/desoximetasone-0_25-tube-of-ointment-60-topicort/
CostPlusDrugs,Desvenlafaxine Succinate Extended Release (ER),Extended Release Tablet,$11.12 ,https://costplusdrugs.com/medications/desvenlafaxinesuccinateextendedreleaseer-50mg-tablet/
CostPlusDrugs,Dexamethasone,10-Day Dose Pack,$237.97 ,https://costplusdrugs.com/medications/dexamethasone-1_5mg-6-day-dose-pack-21-dexpak/
CostPlusDrugs,Dexamethasone,Tablet,$6.52 ,https://costplusdrugs.com/medications/dexamethasone-sodium-phosphate-0_10-solution-dropper-5-decadron/
CostPlusDrugs,Dexamethasone Intensol (Dexamethasone),Solution Dropper,$35.96 ,https://costplusdrugs.com/medications/dexamethasone-intensol-1mg-ml-solution-dropper-30-dexamethasone-intensol/
CostPlusDrugs,Dexlansoprazole,Capsule Delayed Release,$163.21 ,https://costplusdrugs.com/medications/dexlansoprazole-60mg-capsule-delayed-release-dexilant/
CostPlusDrugs,Diazoxide,Bottle of Suspension,$183.25 ,https://costplusdrugs.com/medications/diazoxide-50mg-ml-bottle-of-suspension-30-proglycem/
CostPlusDrugs,Diclofenac-Misoprostol,Tablet Delayed Release,$16.82 ,https://costplusdrugs.com/medications/diclofenac-misoprostol-75-0_2mg-tablet-delayed-release-arthrotec/
CostPlusDrugs,Diclofenac Potassium,Capsule,$76.87 ,https://costplusdrugs.com/medications/diclofenac-potassium-25mg-capsule-zipsor/
CostPlusDrugs,Diclofenac Potassium,Tablet,$732.05 ,https://costplusdrugs.com/medications/diclofenac-potassium-25mg-tablet-lofena/
CostPlusDrugs,Diclofenac Potassium,Tablet,$11.42 ,https://costplusdrugs.com/medications/diclofenacpotassium-50mg-tablet/
CostPlusDrugs,Diclofenac Potassium (Migraine),Carton of Packets,$104.07 ,https://costplusdrugs.com/medications/diclofenac-potassiummigraine-50mg-carton-of-packets-9-cambia/
CostPlusDrugs,Diclofenac Sodium,Bottle of Solution,$15.60 ,https://costplusdrugs.com/medications/diclofenac-sodium-1_50-bottle-of-solution-150-klofensaid-ii/
CostPlusDrugs,Diclofenac Sodium,Bottle of Solution,$79.75 ,https://costplusdrugs.com/medications/diclofenac-sodium-2-bottle-of-solution-112-pennsaid/
CostPlusDrugs,Diclofenac Sodium,Solution Dropper,$15.72 ,https://costplusdrugs.com/medications/diclofenacsodium-3-gel100g/
CostPlusDrugs,Diclofenac Sodium ER,Extended Release Tablet,$27.21 ,https://costplusdrugs.com/medications/diclofenacsodiumdelayedreleasedr-75mg-tablet/
CostPlusDrugs,Dicloxacillin Sodium,Capsule,$20.79 ,https://costplusdrugs.com/medications/dicloxacillin-sodium-500mg-capsule-dycill/
CostPlusDrugs,Dicyclomine HCl,Tablet,$8.49 ,https://costplusdrugs.com/medications/dicyclomine-hcl-10mg-5ml-bottle-of-solution-473-bentyl/
CostPlusDrugs,Diflorasone Diacetate,Tube of Cream,$288.83 ,https://costplusdrugs.com/medications/diflorasone-diacetate-0_05-tube-of-cream-30-psorcon/
CostPlusDrugs,Diflorasone Diacetate,Tube of Ointment,$80.15 ,https://costplusdrugs.com/medications/diflorasone-diacetate-0_05-tube-of-ointment-60-florone/
CostPlusDrugs,Diflunisal,Tablet,$27.94 ,https://costplusdrugs.com/medications/diflunisal-500mg-tablet-dolobid/
CostPlusDrugs,Difluprednate,Emulsion Dropper,$55.72 ,https://costplusdrugs.com/medications/difluprednate-0_05-emulsion-dropper-5-durezol/
CostPlusDrugs,Digoxin,Tablet,$6.21 ,https://costplusdrugs.com/medications/digoxin-62_5mcg-tablet-lanoxin/
CostPlusDrugs,Dihydroergotamine Mesylate,Nasal Spray,$292.21 ,https://costplusdrugs.com/medications/dihydroergotamine-mesylate-4mg-ml-nasal-spray-1-migranal/
CostPlusDrugs,Diltiazem HCl,Tablet,$8.80 ,https://costplusdrugs.com/medications/diltiazem-hcl-90mg-tablet-cardizem/
CostPlusDrugs,Diltiazem HCl ER,Capsule Extended Release,$12.68 ,https://costplusdrugs.com/medications/diltiazem-hcl-er-240mg-capsule-extended-release-diltia-xt/
CostPlusDrugs,Diltiazem HCl ER,Capsule Extended Release,$113.24 ,https://costplusdrugs.com/medications/diltiazem-hcl-er-90mg-capsule-extended-release-cardizem-sr/
CostPlusDrugs,Diltiazem HCl ER Coated Beads,Capsule Extended Release,$12.64 ,https://costplusdrugs.com/medications/diltiazem-hcl-er-coated-beads-300mg-capsule-extended-release-cartia-xt/
CostPlusDrugs,Diltiazem HCl ER Coated Beads,Capsule Extended Release,$15.93 ,https://costplusdrugs.com/medications/diltiazem-hcl-extended-release-er-240mg-capsule/
CostPlusDrugs,Diltiazem HCl Extended Release,Capsule Extended Release,$9.13 ,https://costplusdrugs.com/medications/diltiazem-hcl-extended-release-360mg-capsule-extended-release-taztia-xt/
CostPlusDrugs,Diltiazem HCl Extended Release,Capsule Extended Release,$22.83 ,https://costplusdrugs.com/medications/diltiazem-hcl-extended-release-420mg-capsule-extended-release-tiadylt-er/
CostPlusDrugs,Dimethyl Fumarate,Bottle of Delayed Release Capsules,$10.86 ,https://costplusdrugs.com/medications/dimethyl-fumarate-240mg-bottle-of-capsules/
CostPlusDrugs,Diphenhydramine HCl,Bottle of Elixir,$8.75 ,https://costplusdrugs.com/medications/diphenhydramine-hcl-12_5-mg_5ml-bottle-of-elixir-473/
CostPlusDrugs,Dipyridamole,Tablet,$6.38 ,https://costplusdrugs.com/medications/dipyridamole-75mg-tablet-persantine/
CostPlusDrugs,Disopyramide Phosphate,Capsule,$25.99 ,https://costplusdrugs.com/medications/disopyramide-phosphate-150mg-capsule-norpace/
CostPlusDrugs,Disulfiram,Tablet,$43.06 ,https://costplusdrugs.com/medications/disulfiram-250mg-tablet-antabuse/
CostPlusDrugs,Divalproex Sodium DR,Delayed Release Tablet,$7.05 ,https://costplusdrugs.com/medications/DivalproexSodium-500mg-Tablet/
CostPlusDrugs,Divalproex Sodium ER,Extended Release Tablet,$6.80 ,https://costplusdrugs.com/medications/divalproexsodiumextendedreleaseer-500mg-tablet/
CostPlusDrugs,Dofetilide,Capsule,$8.68 ,https://costplusdrugs.com/medications/dofetilide-500mcg-capsule/
CostPlusDrugs,Donepezil,Tablet,$5.99 ,https://costplusdrugs.com/medications/donepezil-5mg-tablet/
CostPlusDrugs,Donepezil HCl,Tablet Disintegrating,$14.21 ,https://costplusdrugs.com/medications/donepezil-hcl-5mg-tablet-disintegrating-aricept-odt/
CostPlusDrugs,Dorzolamide HCl,Bottle of Ophthalmic Solution or Dropper,$18.80 ,https://costplusdrugs.com/medications/dorzolamidehcl-0_02-solution/
CostPlusDrugs,Dorzolamide HCl + Timolol Maleate,Bottle of Ophthalmic Solution or Dropper,$11.46 ,https://costplusdrugs.com/medications/dorzolamidehcltimololmaleate-22_3-6_8mg_ml-solution/
CostPlusDrugs,Dorzolamide HCl + Timolol Maleate PF,Carton of Solution,$52.06 ,https://costplusdrugs.com/medications/dorzolamide-hcl-timolol-mal-pf-2-0_5-carton-of-solution-60-cosopt-pf/
CostPlusDrugs,Dotti (Estradiol Twice Weekly),Box of 8 Patches,$32.89 ,https://costplusdrugs.com/medications/estradioltwiceweekly-0_075mg-patch8pack/
CostPlusDrugs,Doxazosin Mesylate,Tablet,$6.08 ,https://costplusdrugs.com/medications/doxazosin-mesylate-8mg-tablet/
CostPlusDrugs,Doxepin HCl,Capsule,$8.38 ,https://costplusdrugs.com/medications/doxepin-hcl-50mg-capsule/
CostPlusDrugs,Doxepin HCl,Tube of Cream,$302.83 ,https://costplusdrugs.com/medications/doxepin-hcl-5-tube-of-cream-45-zonalon/
CostPlusDrugs,Doxepin HCl,Tablet,$56.74 ,https://costplusdrugs.com/medications/doxepin-hcl-6mg-tablet-silenor/
CostPlusDrugs,Doxepin HCl,Capsule,$15.32 ,https://costplusdrugs.com/medications/doxepin-hcl-75mg-capsule/
CostPlusDrugs,Doxercalciferol,Capsule,$167.15 ,https://costplusdrugs.com/medications/doxercalciferol-2_5mcg-capsule-hectorol/
CostPlusDrugs,Doxycycline Hyclate,Tablet,$10.17 ,https://costplusdrugs.com/medications/DoxycyclineHyclate-100mg-Tablet/
CostPlusDrugs,Doxycycline Hyclate,Capsule,$8.39 ,https://costplusdrugs.com/medications/doxycyclinehyclate-50mg-capsule/
CostPlusDrugs,Doxycycline Hyclate,Tablet,$166.11 ,https://costplusdrugs.com/medications/doxycycline-hyclate-50mg-tablet-targadox/
CostPlusDrugs,Doxycycline Hyclate,Tablet,$20.69 ,https://costplusdrugs.com/medications/doxycycline-hyclate-75mg-tablet/
CostPlusDrugs,Doxycycline Hyclate,Tablet Delayed Release,$100.36 ,https://costplusdrugs.com/medications/doxycycline-hyclate-75mg-tablet-delayed-release-doryx/
CostPlusDrugs,Doxycycline Monohydrate,Capsule,$8.32 ,https://costplusdrugs.com/medications/DoxycyclineMonohydrate-100mg-Capsule/
CostPlusDrugs,Doxycycline Monohydrate,Tablet,$19.01 ,https://costplusdrugs.com/medications/doxycycline-monohydrate-150mg-tablet-adoxa-pak-1-150/
CostPlusDrugs,Doxycycline Monohydrate,Capsule,$7.14 ,https://costplusdrugs.com/medications/doxycycline-monohydrate-50mg-capsule/
CostPlusDrugs,Doxycycline Monohydrate,Tablet,$9.83 ,https://costplusdrugs.com/medications/doxycycline-monohydrate-75mg-tablet/
CostPlusDrugs,Doxylamine-Pyridoxine,Tablet Delayed Release,$35.36 ,https://costplusdrugs.com/medications/doxylamine-pyridoxine-10-10mg-tablet-delayed-release-diclegis/
CostPlusDrugs,Drospiren-Eth Estrad-Levomefol,Pack of Tablets,$47.53 ,https://costplusdrugs.com/medications/drospiren-eth-estrad-levomefol-3-0_02-0_451mg-pack-of-tablets-28-beyaz/
CostPlusDrugs,Drospirenone Ethinyl Estradiol,Blister Pack of 28 Tablets,$10.68 ,https://costplusdrugs.com/medications/drospirenoneethinylestradiol-3-0_03mg-blisterpack/
CostPlusDrugs,Drospirenone-Ethinyl Estradiol,Pack of Tablets,$7.15 ,https://costplusdrugs.com/medications/drospirenone-ethinyl-estradiol-3-0_02mg-pack-of-tablets-28-yaz/
CostPlusDrugs,Drospirenone-Ethinyl Estrad-Levomefolate,Pack of Tablets,$49.98 ,https://costplusdrugs.com/medications/drospirenone-ethinyl-estrad-levomefolate-3-0_03-0_451mg-pack-of-tablets-28-tydemy/
CostPlusDrugs,Droxidopa,Capsule,$14.09 ,https://costplusdrugs.com/medications/droxidopa-300mg-capsule/
CostPlusDrugs,Duavee (Conjugated Estrogens / Bazedoxifene),Box of 30 Tablets,$184.62 ,https://costplusdrugs.com/medications/duavee-0_45-20mg-30-tablets/
CostPlusDrugs,Duloxetine Delayed Release (DR),Delayed Release Capsule,$5.95 ,https://costplusdrugs.com/medications/duloxetinedelayedreleasedr-60mg-capsule/
CostPlusDrugs,Dutasteride,Capsule,$7.61 ,https://costplusdrugs.com/medications/dutasteride-0_5mg-capsule-avodart/
CostPlusDrugs,Dutasteride-Tamsulosin HCl,Capsule,$44.66 ,https://costplusdrugs.com/medications/dutasteride-tamsulosin-hcl-0_5-0_4mg-capsule-jalyn/
CostPlusDrugs,Econazole Nitrate,Cream,$10.68 ,https://costplusdrugs.com/medications/econazole-nitrate-1-cream-85g/
CostPlusDrugs,Efavirenz,Bottle of Capsules,$954.42 ,https://costplusdrugs.com/medications/efavirenz-600mg-bottle-of-tablets-30-sustiva/
CostPlusDrugs,Efavirenz-Emtricitab-Tenofo DF,Bottle of Tablets,$19.55 ,https://costplusdrugs.com/medications/efavirenz-emtricitab-tenofo-df-600-200-300mg-bottle-of-tablets-30-atripla/
CostPlusDrugs,Efavirenz-Lamivudine-Tenofovir,Tablet,$950.97 ,https://costplusdrugs.com/medications/efavirenz-lamivudine-tenofovir-400-300-300mg-tablet-symfi-lo/
CostPlusDrugs,Eletriptan Hydrobromide,Tablet,$31.11 ,https://costplusdrugs.com/medications/eletriptan-hydrobromide-40mg-tablet-relpax/
CostPlusDrugs,Emtricitabine,Capsule,$459.94 ,https://costplusdrugs.com/medications/emtricitabine-200mg-capsule-emtriva/
CostPlusDrugs,Emtricitabine-Tenofovir DF,Bottle of Tablets,$14.06 ,https://costplusdrugs.com/medications/emtricitabine-tenofovir-df-167-250mg-bottle-of-tablets-30-truvada/
CostPlusDrugs,Enalapril-Hydrochlorothiazide,Tablet,$10.13 ,https://costplusdrugs.com/medications/enalapril-hydrochlorothiazide-5-12_5mg-tablet-vaseretic/
CostPlusDrugs,Enalapril Maleate,Bottle of Solution,$97.36 ,https://costplusdrugs.com/medications/enalapril-maleate-1mg-ml-bottle-of-solution-150-epaned/
CostPlusDrugs,Enalapril Maleate,Tablet,$5.69 ,https://costplusdrugs.com/medications/enalaprilmaleate-5mg-tablet/
CostPlusDrugs,Entacapone,Tablet,$8.72 ,https://costplusdrugs.com/medications/entacapone-200mg-tablet-comtan/
CostPlusDrugs,Entecavir,Tablet,$28.39 ,https://costplusdrugs.com/medications/entecavir-1mg-tablet/
CostPlusDrugs,Epinastine HCl,Solution Dropper,$97.52 ,https://costplusdrugs.com/medications/epinastine-hcl-0_05-solution-dropper-5-elestat/
CostPlusDrugs,Eplerenone,Tablet,$10.58 ,https://costplusdrugs.com/medications/eplerenone-50mg-tablet/
CostPlusDrugs,Ergocalciferol,Capsule,$7.64 ,https://costplusdrugs.com/medications/Ergocalciferol-1_25mg-Capsule/
CostPlusDrugs,Erlotinib HCl,Tablet,$39.63 ,https://costplusdrugs.com/medications/erlotinib-hcl-25mg-bottle-of-tablets-30-tarceva/
CostPlusDrugs,Erythromycin,Bottle of Solution,$19.70 ,https://costplusdrugs.com/medications/erythromycin-2-bottle-of-solution-60-a-t-s/
CostPlusDrugs,Erythromycin,Jar of Pads,$105.40 ,https://costplusdrugs.com/medications/erythromycin-2-jar-of-pads-60-ery/
CostPlusDrugs,Erythromycin,Tube of Gel,$21.70 ,https://costplusdrugs.com/medications/erythromycin-2-tube-of-gel-60-erygel/
CostPlusDrugs,Erythromycin,Ointment,$15.64 ,https://costplusdrugs.com/medications/Erythromycin-5mg-Ointment/
CostPlusDrugs,Erythromycin Base,Tablet,$35.48 ,https://costplusdrugs.com/medications/erythromycin-base-500mg-tablet-delayed-release-ery-tab/
CostPlusDrugs,Escitalopram Oxalate,Tablet,$6.25 ,https://costplusdrugs.com/medications/escitalopram-oxalate-5mg-5ml-bottle-of-solution-240-lexapro/
CostPlusDrugs,Esomeprazole Magnesium,Capsule,$6.71 ,https://costplusdrugs.com/medications/esomeprazole-magnesium-40mg-suspension-packet-nexium/
CostPlusDrugs,Estradiol,Carton of Weekly Patches,$42.13 ,https://costplusdrugs.com/medications/estradiol-0_1mg-carton-of-weekly-patches-4-climara/
CostPlusDrugs,Estradiol,Gel Packet,$43.92 ,https://costplusdrugs.com/medications/estradiol-1mg-g-gel-packet-divigel/
CostPlusDrugs,Estradiol / Norethrindrone Acetate,Blister Pack of 28 Tablets,$23.40 ,https://costplusdrugs.com/medications/estradiolnorethrindroneacetate-1mg0_5mg-blisterpack28pack/
CostPlusDrugs,Estradiol Oral Estrogen Tablet,Tablet,$6.04 ,https://costplusdrugs.com/medications/Estradiol-2mg-Tablet/
CostPlusDrugs,Estradiol (Twice Weekly),Box of 8 Patches,$47.83 ,https://costplusdrugs.com/medications/estradiol-(twice-weekly)-0_1-mg_24hr-patch-8-lyllana/
CostPlusDrugs,Estradiol Vaginal Estrogen Cream,Cream,$13.21 ,https://costplusdrugs.com/medications/estradiol-0_01-tubeofcream42_5g/
CostPlusDrugs,Estradiol Vaginal Estrogen Tablet Insert,Vaginal Tablet,$113.81 ,https://costplusdrugs.com/medications/estradiol-10mcg-vaginaltablet8pack/
CostPlusDrugs,Estring (Estradiol),Ring,$554.36 ,https://costplusdrugs.com/medications/estring-2mg-1-ring/
CostPlusDrugs,Ethacrynic Acid,Tablet,$17.77 ,https://costplusdrugs.com/medications/ethacrynic-acid-25mg-tablet/
CostPlusDrugs,Ethambutol HCl,Tablet,$10.39 ,https://costplusdrugs.com/medications/ethambutol-hcl-400mg-tablet-myambutol/
CostPlusDrugs,Ethosuximide,Capsule,$9.48 ,https://costplusdrugs.com/medications/ethosuximide-250mg-5ml-bottle-of-solution-473-zarontin/
CostPlusDrugs,Ethynodiol Diacetate & Ethinyl Estradiol,Pack of Tablets,$11.52 ,https://costplusdrugs.com/medications/ethynodiol-diacetate-ethinyl-estradiol-1mg-50mcg-pack-of-tablets-28-kelnor/
CostPlusDrugs,Etodolac,Capsule,$10.18 ,https://costplusdrugs.com/medications/etodolac-500mg-tablet/
CostPlusDrugs,Etodolac ER,Tablet Extended Release,$17.16 ,https://costplusdrugs.com/medications/etodolac-er-600mg-tablet-extended-release-lodine-xl/
CostPlusDrugs,Etonogestrel-Ethinyl Estradiol,Ring,$41.93 ,https://costplusdrugs.com/medications/etonogestrel-ethinyl-estradiol-0_12-0_015mg-ring-1-eluryng/
CostPlusDrugs,Etravirine,Tablet,$171.64 ,https://costplusdrugs.com/medications/etravirine-200mg-tablet-intelence/
CostPlusDrugs,Euthyrox (Levothyroxine Sodium),Pack of 30 Tablets,$9.60 ,https://costplusdrugs.com/medications/euthyrox-88mcg-tablet-30/
CostPlusDrugs,Everolimus,Tablet,$42.37 ,https://costplusdrugs.com/medications/everolimus-1mg-tablet-zortress/
CostPlusDrugs,Everolimus (Generic for Afinitor Disperz),Tablet,"$10,217.51 ",https://costplusdrugs.com/medications/everolimus-2mg-tablet-afinitor-disperz/
CostPlusDrugs,Everolimus (Generic for Afinitor),Tablet,$500.15 ,https://costplusdrugs.com/medications/everolimus-7_5mg-tablet-afinitor/
CostPlusDrugs,Exemestane,Tablet,$12.91 ,https://costplusdrugs.com/medications/exemestane-25mg-tablet-aromasin/
CostPlusDrugs,Ezetimibe,Tablet,$6.50 ,https://costplusdrugs.com/medications/ezetimibe-10mg-tablet/
CostPlusDrugs,Ezetimibe-Simvastatin (Generic for Vytorin),Tablet,$7.24 ,https://costplusdrugs.com/medications/ezetimibe-simvastatin-10-80mg-tablet-vytorin/
CostPlusDrugs,Famciclovir,Tablet,$9.48 ,https://costplusdrugs.com/medications/famciclovir-500mg-tablet-famvir/
CostPlusDrugs,Famotidine,Tablet,$7.59 ,https://costplusdrugs.com/medications/famotidine-40mg_5ml-50ml-bottle-of-suspension/
